TIMESTAMP		DIRECTION	DATA
2016-11-16 19:29:55	>>		0105
2016-11-16 19:29:55	<<		7E803410580
2016-11-16 19:29:55	>>		010C
2016-11-16 19:29:55	<<		7E804410C1E18
2016-11-16 19:29:55	>>		010D
2016-11-16 19:29:56	<<		7E803410D32
2016-11-16 19:29:56	>>		010F
2016-11-16 19:29:56	<<		7E803410F53
2016-11-16 19:29:56	>>		0105
2016-11-16 19:29:56	<<		7E803410581
2016-11-16 19:29:56	>>		010C
2016-11-16 19:29:56	<<		7E804410C1B0D
2016-11-16 19:29:56	>>		010D
2016-11-16 19:29:57	<<		7E803410D33
2016-11-16 19:29:57	>>		010F
2016-11-16 19:29:57	<<		7E803410F54
2016-11-16 19:29:57	>>		0105
2016-11-16 19:29:57	<<		7E803410581
2016-11-16 19:29:57	>>		010C
2016-11-16 19:29:58	<<		7E804410C1BDC
2016-11-16 19:29:58	>>		010D
2016-11-16 19:29:58	<<		7E803410D35
2016-11-16 19:29:58	>>		010F
2016-11-16 19:29:58	<<		7E803410F53
2016-11-16 19:29:58	>>		0105
2016-11-16 19:29:58	<<		7E803410581
2016-11-16 19:29:58	>>		010C
2016-11-16 19:29:59	<<		7E804410C1CD5
2016-11-16 19:29:59	>>		010D
2016-11-16 19:29:59	<<		7E803410D37
2016-11-16 19:29:59	>>		010F
2016-11-16 19:29:59	<<		7E803410F53
2016-11-16 19:29:59	>>		0105
2016-11-16 19:29:59	<<		7E803410581
2016-11-16 19:29:59	>>		010C
2016-11-16 19:30:00	<<		7E804410C1D1B
2016-11-16 19:30:00	>>		010D
2016-11-16 19:30:00	<<		7E803410D38
2016-11-16 19:30:00	>>		010F
2016-11-16 19:30:00	<<		7E803410F53
2016-11-16 19:30:00	>>		0105
2016-11-16 19:30:00	<<		7E803410581
2016-11-16 19:30:00	>>		010C
2016-11-16 19:30:01	<<		7E804410C1D4C
2016-11-16 19:30:01	>>		010D
2016-11-16 19:30:01	<<		7E803410D37
2016-11-16 19:30:01	>>		010F
2016-11-16 19:30:01	<<		7E803410F53
2016-11-16 19:30:01	>>		0105
2016-11-16 19:30:02	<<		7E803410581
2016-11-16 19:30:02	>>		010C
2016-11-16 19:30:02	<<		7E804410C1DC6
2016-11-16 19:30:02	>>		010D
2016-11-16 19:30:02	<<		7E803410D39
2016-11-16 19:30:02	>>		010F
2016-11-16 19:30:02	<<		7E803410F54
2016-11-16 19:30:02	>>		0105
2016-11-16 19:30:03	<<		7E803410581
2016-11-16 19:30:03	>>		010C
2016-11-16 19:30:03	<<		7E804410C1E61
2016-11-16 19:30:03	>>		010D
2016-11-16 19:30:03	<<		7E803410D3A
2016-11-16 19:30:03	>>		010F
2016-11-16 19:30:04	<<		7E803410F54
2016-11-16 19:30:04	>>		0105
2016-11-16 19:30:04	<<		7E803410581
2016-11-16 19:30:04	>>		010C
2016-11-16 19:30:04	<<		7E804410C1EDB
2016-11-16 19:30:04	>>		010D
2016-11-16 19:30:04	<<		7E803410D3B
2016-11-16 19:30:04	>>		010F
2016-11-16 19:30:05	<<		7E803410F53
2016-11-16 19:30:05	>>		0105
2016-11-16 19:30:05	<<		7E803410581
2016-11-16 19:30:05	>>		010C
2016-11-16 19:30:05	<<		7E804410C1EEB
2016-11-16 19:30:05	>>		010D
2016-11-16 19:30:05	<<		7E803410D3A
2016-11-16 19:30:05	>>		010F
2016-11-16 19:30:06	<<		7E803410F53
2016-11-16 19:30:06	>>		0105
2016-11-16 19:30:06	<<		7E803410581
2016-11-16 19:30:06	>>		010C
2016-11-16 19:30:06	<<		7E804410C1E7E
2016-11-16 19:30:06	>>		010D
2016-11-16 19:30:07	<<		7E803410D3A
2016-11-16 19:30:07	>>		010F
2016-11-16 19:30:07	<<		7E803410F53
2016-11-16 19:30:07	>>		0105
2016-11-16 19:30:07	<<		7E803410581
2016-11-16 19:30:07	>>		010C
2016-11-16 19:30:08	<<		7E804410C1E43
2016-11-16 19:30:08	>>		010D
2016-11-16 19:30:08	<<		7E803410D39
2016-11-16 19:30:08	>>		010F
2016-11-16 19:30:08	<<		7E803410F54
2016-11-16 19:30:08	>>		0105
2016-11-16 19:30:08	<<		7E803410581
2016-11-16 19:30:08	>>		010C
2016-11-16 19:30:09	<<		7E804410C1E60
2016-11-16 19:30:09	>>		010D
2016-11-16 19:30:09	<<		7E803410D39
2016-11-16 19:30:09	>>		010F
2016-11-16 19:30:09	<<		7E803410F54
2016-11-16 19:30:09	>>		0105
2016-11-16 19:30:09	<<		7E803410581
2016-11-16 19:30:09	>>		010C
2016-11-16 19:30:10	<<		7E804410C1E84
2016-11-16 19:30:10	>>		010D
2016-11-16 19:30:10	<<		7E803410D3A
2016-11-16 19:30:10	>>		010F
2016-11-16 19:30:10	<<		7E803410F55
2016-11-16 19:30:10	>>		0105
2016-11-16 19:30:11	<<		7E803410580
2016-11-16 19:30:11	>>		010C
2016-11-16 19:30:11	<<		7E804410C1F27
2016-11-16 19:30:11	>>		010D
2016-11-16 19:30:11	<<		7E803410D3B
2016-11-16 19:30:11	>>		010F
2016-11-16 19:30:11	<<		7E803410F55
2016-11-16 19:30:11	>>		0105
2016-11-16 19:30:12	<<		7E803410580
2016-11-16 19:30:12	>>		010C
2016-11-16 19:30:12	<<		7E804410C1F8C
2016-11-16 19:30:12	>>		010D
2016-11-16 19:30:12	<<		7E803410D3C
2016-11-16 19:30:12	>>		010F
2016-11-16 19:30:13	<<		7E803410F54
2016-11-16 19:30:13	>>		0105
2016-11-16 19:30:13	<<		7E803410580
2016-11-16 19:30:13	>>		010C
2016-11-16 19:30:13	<<		7E804410C2051
2016-11-16 19:30:13	>>		010D
2016-11-16 19:30:14	<<		7E803410D3E
2016-11-16 19:30:14	>>		010F
2016-11-16 19:30:14	<<		7E803410F54
2016-11-16 19:30:14	>>		0105
2016-11-16 19:30:14	<<		7E803410580
2016-11-16 19:30:14	>>		010C
2016-11-16 19:30:14	<<		7E804410C212C
2016-11-16 19:30:14	>>		010D
2016-11-16 19:30:15	<<		7E803410D3F
2016-11-16 19:30:15	>>		010F
2016-11-16 19:30:15	<<		7E803410F53
2016-11-16 19:30:15	>>		0105
2016-11-16 19:30:15	<<		7E803410580
2016-11-16 19:30:15	>>		010C
2016-11-16 19:30:15	<<		7E804410C217F
2016-11-16 19:30:15	>>		010D
2016-11-16 19:30:16	<<		7E803410D3F
2016-11-16 19:30:16	>>		010F
2016-11-16 19:30:16	<<		7E803410F53
2016-11-16 19:30:16	>>		0105
2016-11-16 19:30:16	<<		7E803410580
2016-11-16 19:30:16	>>		010C
2016-11-16 19:30:17	<<		7E804410C216B
2016-11-16 19:30:17	>>		010D
2016-11-16 19:30:17	<<		7E803410D40
2016-11-16 19:30:17	>>		010F
2016-11-16 19:30:17	<<		7E803410F54
2016-11-16 19:30:17	>>		0105
2016-11-16 19:30:17	<<		7E803410580
2016-11-16 19:30:17	>>		010C
2016-11-16 19:30:18	<<		7E804410C216E
2016-11-16 19:30:18	>>		010D
2016-11-16 19:30:18	<<		7E803410D3F
2016-11-16 19:30:18	>>		010F
2016-11-16 19:30:18	<<		7E803410F54
2016-11-16 19:30:18	>>		0105
2016-11-16 19:30:19	<<		7E803410580
2016-11-16 19:30:19	>>		010C
2016-11-16 19:30:19	<<		7E804410C2194
2016-11-16 19:30:19	>>		010D
2016-11-16 19:30:19	<<		7E803410D40
2016-11-16 19:30:19	>>		010F
2016-11-16 19:30:19	<<		7E803410F54
2016-11-16 19:30:19	>>		0105
2016-11-16 19:30:20	<<		7E803410580
2016-11-16 19:30:20	>>		010C
2016-11-16 19:30:20	<<		7E804410C21C3
2016-11-16 19:30:20	>>		010D
2016-11-16 19:30:20	<<		7E803410D40
2016-11-16 19:30:20	>>		010F
2016-11-16 19:30:20	<<		7E803410F54
2016-11-16 19:30:20	>>		0105
2016-11-16 19:30:21	<<		7E803410580
2016-11-16 19:30:21	>>		010C
2016-11-16 19:30:21	<<		7E804410C21B9
2016-11-16 19:30:21	>>		010D
2016-11-16 19:30:21	<<		7E803410D40
2016-11-16 19:30:21	>>		010F
2016-11-16 19:30:22	<<		7E803410F55
2016-11-16 19:30:27	>>		0101
2016-11-16 19:30:27	<<		7E80641010007E100
2016-11-16 19:30:32	>>		0101
2016-11-16 19:30:32	<<		7E80641010007E100
2016-11-16 19:30:37	>>		0101
2016-11-16 19:30:38	<<		7E80641010007E100
2016-11-16 19:30:43	>>		0101
2016-11-16 19:30:43	<<		7E80641010007E100
2016-11-16 19:30:48	>>		0101
2016-11-16 19:30:48	<<		7E80641010007E100
2016-11-16 19:30:53	>>		0101
2016-11-16 19:30:53	<<		7E80641010007E100
2016-11-16 19:30:58	>>		0101
2016-11-16 19:30:59	<<		7E80641010007E100
2016-11-16 19:31:04	>>		0101
2016-11-16 19:31:04	<<		7E80641010007E100
2016-11-16 19:31:09	>>		0101
2016-11-16 19:31:09	<<		7E80641010007E100
2016-11-16 19:31:14	>>		0101
2016-11-16 19:31:15	<<		7E80641010007E100
2016-11-16 19:31:20	>>		0101
2016-11-16 19:31:20	<<		7E80641010007E100
2016-11-16 19:31:25	>>		0101
2016-11-16 19:31:25	<<		7E80641010007E100
2016-11-16 19:31:30	>>		0101
2016-11-16 19:31:31	<<		7E80641010007E100
2016-11-16 19:31:36	>>		0101
2016-11-16 19:31:36	<<		7E80641010007E100
2016-11-16 19:31:41	>>		0101
2016-11-16 19:31:41	<<		7E80641010007E100
2016-11-16 19:31:46	>>		0101
2016-11-16 19:31:47	<<		7E80641010007E100
2016-11-16 19:31:52	>>		0101
2016-11-16 19:31:52	<<		7E80641010007E100
2016-11-16 19:31:57	>>		0101
2016-11-16 19:31:57	<<		7E80641010007E100
2016-11-16 19:32:02	>>		0101
2016-11-16 19:32:02	<<		7E80641010007E100
2016-11-16 19:32:07	>>		0101
2016-11-16 19:32:08	<<		7E80641010007E100
2016-11-16 19:32:11	>>		0902
2016-11-16 19:32:12	<<		7E810144902013942467E8215A4835354C58467E82238313639373137
2016-11-16 19:32:12	>>		0904
2016-11-16 19:32:12	<<		7E810134904014250437E8214D3248362E48337E82232000000000000
2016-11-16 19:32:12	>>		0906
2016-11-16 19:32:12	<<		7E8037F0978
2016-11-16 19:32:17	>>		0101
2016-11-16 19:32:17	<<		7E8037F09787E8037F09787E80641010007E100
2016-11-16 19:32:23	>>		0101
2016-11-16 19:32:23	<<		7E80641010007E100
2016-11-16 19:32:28	>>		0101
2016-11-16 19:32:28	<<		7E80641010007E100
2016-11-16 19:32:33	>>		0101
2016-11-16 19:32:33	<<		7E80641010007E100
2016-11-16 19:32:38	>>		0101
2016-11-16 19:32:39	<<		7E80641010007E100
2016-11-16 19:32:44	>>		0101
2016-11-16 19:32:44	<<		7E80641010007E100
2016-11-16 19:32:49	>>		0101
2016-11-16 19:32:49	<<		7E80641010007E100
2016-11-16 19:32:50	>>		0105
2016-11-16 19:32:51	<<		7E80341057F
2016-11-16 19:32:51	>>		010C
2016-11-16 19:32:51	<<		7E804410C1470
2016-11-16 19:32:51	>>		010D
2016-11-16 19:32:51	<<		7E803410D26
2016-11-16 19:32:51	>>		010F
2016-11-16 19:32:51	<<		7E803410F55
2016-11-16 19:32:51	>>		0105
2016-11-16 19:32:52	<<		7E80341057F
2016-11-16 19:32:52	>>		010C
2016-11-16 19:32:52	<<		7E804410C1180
2016-11-16 19:32:52	>>		010D
2016-11-16 19:32:52	<<		7E803410D22
2016-11-16 19:32:52	>>		010F
2016-11-16 19:32:52	<<		7E803410F55
2016-11-16 19:32:52	>>		0105
2016-11-16 19:32:53	<<		7E80341057F
2016-11-16 19:32:53	>>		010C
2016-11-16 19:32:53	<<		7E804410C0F72
2016-11-16 19:32:53	>>		010D
2016-11-16 19:32:53	<<		7E803410D1C
2016-11-16 19:32:53	>>		010F
2016-11-16 19:32:53	<<		7E803410F55
2016-11-16 19:32:53	>>		0105
2016-11-16 19:32:54	<<		7E80341057F
2016-11-16 19:32:54	>>		010C
2016-11-16 19:32:54	<<		7E804410C0E4B
2016-11-16 19:32:54	>>		010D
2016-11-16 19:32:54	<<		7E803410D15
2016-11-16 19:32:54	>>		010F
2016-11-16 19:32:55	<<		7E803410F55
2016-11-16 19:32:55	>>		0105
2016-11-16 19:32:55	<<		7E80341057F
2016-11-16 19:32:55	>>		010C
2016-11-16 19:32:55	<<		7E804410C0E72
2016-11-16 19:32:55	>>		010D
2016-11-16 19:32:55	<<		7E803410D10
2016-11-16 19:32:55	>>		010F
2016-11-16 19:32:56	<<		7E803410F55
2016-11-16 19:32:56	>>		0105
2016-11-16 19:32:56	<<		7E80341057F
2016-11-16 19:32:56	>>		010C
2016-11-16 19:32:56	<<		7E804410C0E91
2016-11-16 19:32:56	>>		010D
2016-11-16 19:32:56	<<		7E803410D0D
2016-11-16 19:32:56	>>		010F
2016-11-16 19:32:57	<<		7E803410F55
2016-11-16 19:32:57	>>		0105
2016-11-16 19:32:57	<<		7E80341057F
2016-11-16 19:32:57	>>		010C
2016-11-16 19:32:57	<<		7E804410C0E42
2016-11-16 19:32:57	>>		010D
2016-11-16 19:32:58	<<		7E803410D0A
2016-11-16 19:32:58	>>		010F
2016-11-16 19:32:58	<<		7E803410F55
2016-11-16 19:32:58	>>		0105
2016-11-16 19:32:58	<<		7E80341057F
2016-11-16 19:32:58	>>		010C
2016-11-16 19:32:58	<<		7E804410C0E61
2016-11-16 19:32:58	>>		010D
2016-11-16 19:32:59	<<		7E803410D05
2016-11-16 19:32:59	>>		010F
2016-11-16 19:32:59	<<		7E803410F55
2016-11-16 19:32:59	>>		0105
2016-11-16 19:32:59	<<		7E80341057F
2016-11-16 19:32:59	>>		010C
2016-11-16 19:32:59	<<		7E804410C0E63
2016-11-16 19:32:59	>>		010D
2016-11-16 19:33:00	<<		7E803410D02
2016-11-16 19:33:00	>>		010F
2016-11-16 19:33:00	<<		7E803410F55
2016-11-16 19:33:00	>>		0105
2016-11-16 19:33:00	<<		7E80341057F
2016-11-16 19:33:00	>>		010C
2016-11-16 19:33:00	<<		7E804410C0E89
2016-11-16 19:33:00	>>		010D
2016-11-16 19:33:01	<<		7E803410D00
2016-11-16 19:33:01	>>		010F
2016-11-16 19:33:01	<<		7E803410F55
2016-11-16 19:33:01	>>		0105
2016-11-16 19:33:01	<<		7E80341057F
2016-11-16 19:33:01	>>		010C
2016-11-16 19:33:02	<<		7E804410C0E51
2016-11-16 19:33:02	>>		010D
2016-11-16 19:33:02	<<		7E803410D00
2016-11-16 19:33:02	>>		010F
2016-11-16 19:33:02	<<		7E803410F55
2016-11-16 19:33:02	>>		0105
2016-11-16 19:33:02	<<		7E80341057F
2016-11-16 19:33:02	>>		010C
2016-11-16 19:33:03	<<		7E804410C0EA2
2016-11-16 19:33:03	>>		010D
2016-11-16 19:33:03	<<		7E803410D00
2016-11-16 19:33:03	>>		010F
2016-11-16 19:33:03	<<		7E803410F55
2016-11-16 19:33:03	>>		0105
2016-11-16 19:33:03	<<		7E80341057F
2016-11-16 19:33:03	>>		010C
2016-11-16 19:33:04	<<		7E804410C0EB8
2016-11-16 19:33:04	>>		010D
2016-11-16 19:33:04	<<		7E803410D00
2016-11-16 19:33:04	>>		010F
2016-11-16 19:33:04	<<		7E803410F54
2016-11-16 19:33:04	>>		0105
2016-11-16 19:33:05	<<		7E80341057F
2016-11-16 19:33:05	>>		010C
2016-11-16 19:33:05	<<		7E804410C0EAC
2016-11-16 19:33:05	>>		010D
2016-11-16 19:33:05	<<		7E803410D00
2016-11-16 19:33:05	>>		010F
2016-11-16 19:33:05	<<		7E803410F54
2016-11-16 19:33:05	>>		0105
2016-11-16 19:33:06	<<		7E80341057F
2016-11-16 19:33:06	>>		010C
2016-11-16 19:33:06	<<		7E804410C0ECC
2016-11-16 19:33:06	>>		010D
2016-11-16 19:33:06	<<		7E803410D00
2016-11-16 19:33:06	>>		010F
2016-11-16 19:33:06	<<		7E803410F54
2016-11-16 19:33:06	>>		0105
2016-11-16 19:33:07	<<		7E80341057F
2016-11-16 19:33:12	>>		0101
2016-11-16 19:33:12	<<		7E80641010007E100
2016-11-16 19:33:14	>>		0105
2016-11-16 19:33:15	<<		7E80341057F
2016-11-16 19:33:15	>>		010C
2016-11-16 19:33:15	<<		7E804410C20A1
2016-11-16 19:33:15	>>		010D
2016-11-16 19:33:15	<<		7E803410D0C
2016-11-16 19:33:15	>>		010F
2016-11-16 19:33:15	<<		7E803410F54
2016-11-16 19:33:15	>>		0105
2016-11-16 19:33:16	<<		7E80341057F
2016-11-16 19:33:16	>>		010C
2016-11-16 19:33:16	<<		7E804410C237D
2016-11-16 19:33:16	>>		010D
2016-11-16 19:33:16	<<		7E803410D0D
2016-11-16 19:33:16	>>		010F
2016-11-16 19:33:16	<<		7E803410F53
2016-11-16 19:33:16	>>		0105
2016-11-16 19:33:17	<<		7E80341057F
2016-11-16 19:33:17	>>		010C
2016-11-16 19:33:17	<<		7E804410C1953
2016-11-16 19:33:17	>>		010D
2016-11-16 19:33:17	<<		7E803410D0F
2016-11-16 19:33:17	>>		010F
2016-11-16 19:33:18	<<		7E803410F53
2016-11-16 19:33:18	>>		0105
2016-11-16 19:33:18	<<		7E80341057F
2016-11-16 19:33:18	>>		010C
2016-11-16 19:33:18	<<		7E804410C1A70
2016-11-16 19:33:18	>>		010D
2016-11-16 19:33:18	<<		7E803410D13
2016-11-16 19:33:18	>>		010F
2016-11-16 19:33:19	<<		7E803410F53
2016-11-16 19:33:19	>>		0105
2016-11-16 19:33:19	<<		7E80341057F
2016-11-16 19:33:19	>>		010C
2016-11-16 19:33:19	<<		7E804410C1FFE
2016-11-16 19:33:19	>>		010D
2016-11-16 19:33:19	<<		7E803410D17
2016-11-16 19:33:19	>>		010F
2016-11-16 19:33:20	<<		7E803410F53
2016-11-16 19:33:20	>>		0105
2016-11-16 19:33:20	<<		7E80341057F
2016-11-16 19:33:20	>>		010C
2016-11-16 19:33:20	<<		7E804410C24B3
2016-11-16 19:33:20	>>		010D
2016-11-16 19:33:21	<<		7E803410D1A
2016-11-16 19:33:21	>>		010F
2016-11-16 19:33:21	<<		7E803410F52
2016-11-16 19:33:21	>>		0105
2016-11-16 19:33:21	<<		7E80341057F
2016-11-16 19:33:21	>>		010C
2016-11-16 19:33:21	<<		7E804410C291B
2016-11-16 19:33:21	>>		010D
2016-11-16 19:33:22	<<		7E803410D1D
2016-11-16 19:33:22	>>		010F
2016-11-16 19:33:22	<<		7E803410F52
2016-11-16 19:33:22	>>		0105
2016-11-16 19:33:22	<<		7E80341057F
2016-11-16 19:33:22	>>		010C
2016-11-16 19:33:22	<<		7E804410C2D34
2016-11-16 19:33:22	>>		010D
2016-11-16 19:33:23	<<		7E803410D20
2016-11-16 19:33:23	>>		010F
2016-11-16 19:33:23	<<		7E803410F52
2016-11-16 19:33:23	>>		0105
2016-11-16 19:33:23	<<		7E80341057F
2016-11-16 19:33:23	>>		010C
2016-11-16 19:33:24	<<		7E804410C243D
2016-11-16 19:33:24	>>		010D
2016-11-16 19:33:24	<<		7E803410D20
2016-11-16 19:33:24	>>		010F
2016-11-16 19:33:24	<<		7E803410F52
2016-11-16 19:33:24	>>		0105
2016-11-16 19:33:24	<<		7E803410580
2016-11-16 19:33:24	>>		0902
2016-11-16 19:33:25	<<		7E810144902013942467E8215A4835354C58467E82238313639373137
2016-11-16 19:33:25	>>		0904
2016-11-16 19:33:25	<<		7E810134904014250437E8214D3248362E48337E82232000000000000
2016-11-16 19:33:25	>>		0906
2016-11-16 19:33:25	<<		7E8037F0978
2016-11-16 19:33:30	>>		0101
2016-11-16 19:33:31	<<		7E8037F09787E8037F09787E80641010007E100
2016-11-16 19:33:36	>>		0101
2016-11-16 19:33:36	<<		7E80641010007E100
2016-11-16 19:33:41	>>		0101
2016-11-16 19:33:41	<<		7E80641010007E100
2016-11-16 19:33:46	>>		0101
2016-11-16 19:33:46	<<		7E80641010007E100
2016-11-16 19:33:52	>>		0101
2016-11-16 19:33:52	<<		7E80641010007E100
2016-11-16 19:33:57	>>		0101
2016-11-16 19:33:57	<<		7E80641010007E100
2016-11-16 19:34:02	>>		0101
2016-11-16 19:34:02	<<		CAN ERROR
2016-11-16 19:34:07	>>		0101
2016-11-16 19:34:07	<<		7E80641010007E100
2016-11-16 19:34:12	>>		0101
2016-11-16 19:34:13	<<		7E80641010007E100
2016-11-16 19:34:15	>>		0105
2016-11-16 19:34:15	<<		7E803410580
2016-11-16 19:34:15	>>		010C
2016-11-16 19:34:15	<<		7E804410C1979
2016-11-16 19:34:15	>>		010D
2016-11-16 19:34:16	<<		7E803410D27
2016-11-16 19:34:16	>>		010F
2016-11-16 19:34:16	<<		7E803410F53
2016-11-16 19:34:16	>>		0105
2016-11-16 19:34:16	<<		7E803410580
2016-11-16 19:34:16	>>		010C
2016-11-16 19:34:17	<<		7E804410C1792
2016-11-16 19:34:17	>>		010D
2016-11-16 19:34:17	<<		7E803410D22
2016-11-16 19:34:17	>>		010F
2016-11-16 19:34:17	<<		7E803410F53
2016-11-16 19:34:17	>>		0105
2016-11-16 19:34:17	<<		7E803410580
2016-11-16 19:34:17	>>		010C
2016-11-16 19:34:18	<<		7E804410C14CF
2016-11-16 19:34:18	>>		010D
2016-11-16 19:34:18	<<		7E803410D1F
2016-11-16 19:34:18	>>		010F
2016-11-16 19:34:18	<<		7E803410F53
2016-11-16 19:34:18	>>		0105
2016-11-16 19:34:18	<<		7E803410580
2016-11-16 19:34:18	>>		010C
2016-11-16 19:34:19	<<		7E804410C1343
2016-11-16 19:34:19	>>		010D
2016-11-16 19:34:19	<<		7E803410D1C
2016-11-16 19:34:19	>>		010F
2016-11-16 19:34:19	<<		7E803410F53
2016-11-16 19:34:19	>>		0105
2016-11-16 19:34:20	<<		7E803410580
2016-11-16 19:34:20	>>		010C
2016-11-16 19:34:20	<<		7E804410C11CE
2016-11-16 19:34:20	>>		010D
2016-11-16 19:34:20	<<		7E803410D19
2016-11-16 19:34:20	>>		010F
2016-11-16 19:34:20	<<		7E803410F53
2016-11-16 19:34:20	>>		0105
2016-11-16 19:34:21	<<		7E803410580
2016-11-16 19:34:21	>>		010C
2016-11-16 19:34:21	<<		7E804410C0F4E
2016-11-16 19:34:21	>>		010D
2016-11-16 19:34:21	<<		7E803410D15
2016-11-16 19:34:21	>>		010F
2016-11-16 19:34:21	<<		7E803410F54
2016-11-16 19:34:21	>>		0105
2016-11-16 19:34:22	<<		7E803410580
2016-11-16 19:34:22	>>		010C
2016-11-16 19:34:22	<<		7E804410C0E6C
2016-11-16 19:34:22	>>		010D
2016-11-16 19:34:22	<<		7E803410D11
2016-11-16 19:34:22	>>		010F
2016-11-16 19:34:23	<<		7E803410F54
2016-11-16 19:34:23	>>		0105
2016-11-16 19:34:23	<<		7E803410580
2016-11-16 19:34:23	>>		010C
2016-11-16 19:34:23	<<		7E804410C0EBE
2016-11-16 19:34:23	>>		010D
2016-11-16 19:34:23	<<		7E803410D0E
2016-11-16 19:34:23	>>		010F
2016-11-16 19:34:24	<<		7E803410F54
2016-11-16 19:34:24	>>		0105
2016-11-16 19:34:24	<<		7E803410580
2016-11-16 19:34:24	>>		010C
2016-11-16 19:34:24	<<		7E804410C0EE4
2016-11-16 19:34:24	>>		010D
2016-11-16 19:34:24	<<		7E803410D09
2016-11-16 19:34:24	>>		010F
2016-11-16 19:34:25	<<		7E803410F54
2016-11-16 19:34:25	>>		0105
2016-11-16 19:34:25	<<		7E803410580
2016-11-16 19:34:25	>>		010C
2016-11-16 19:34:25	<<		7E804410C0F72
2016-11-16 19:34:25	>>		010D
2016-11-16 19:34:26	<<		7E803410D05
2016-11-16 19:34:26	>>		010F
2016-11-16 19:34:26	<<		7E803410F54
2016-11-16 19:34:26	>>		0105
2016-11-16 19:34:26	<<		7E803410580
2016-11-16 19:34:26	>>		010C
2016-11-16 19:34:26	<<		7E804410C0EB5
2016-11-16 19:34:26	>>		010D
2016-11-16 19:34:27	<<		7E803410D02
2016-11-16 19:34:27	>>		010F
2016-11-16 19:34:27	<<		7E803410F54
2016-11-16 19:34:27	>>		0105
2016-11-16 19:34:27	<<		7E803410580
2016-11-16 19:34:27	>>		010C
2016-11-16 19:34:28	<<		7E804410C0EB6
2016-11-16 19:34:28	>>		010D
2016-11-16 19:34:28	<<		7E803410D01
2016-11-16 19:34:28	>>		010F
2016-11-16 19:34:28	<<		7E803410F54
2016-11-16 19:34:28	>>		0105
2016-11-16 19:34:28	<<		7E803410580
2016-11-16 19:34:28	>>		010C
2016-11-16 19:34:29	<<		7E804410C0E86
2016-11-16 19:34:29	>>		010D
2016-11-16 19:34:29	<<		7E803410D00
2016-11-16 19:34:29	>>		010F
2016-11-16 19:34:29	<<		7E803410F54
2016-11-16 19:34:29	>>		0105
2016-11-16 19:34:29	<<		7E803410580
2016-11-16 19:34:29	>>		010C
2016-11-16 19:34:30	<<		CAN ERROR
2016-11-16 19:34:30	>>		010D
2016-11-16 19:34:30	<<		7E804410C0FA57E803410D00
2016-11-16 19:34:30	>>		010F
2016-11-16 19:34:30	<<		7E803410F54
2016-11-16 19:34:30	>>		0105
2016-11-16 19:34:30	<<		7E803410580
2016-11-16 19:34:30	>>		010C
2016-11-16 19:34:31	<<		7E804410C1573
2016-11-16 19:34:31	>>		010D
2016-11-16 19:34:31	<<		7E803410D00
2016-11-16 19:34:31	>>		010F
2016-11-16 19:34:31	<<		7E803410F54
2016-11-16 19:34:31	>>		0105
2016-11-16 19:34:31	<<		7E803410580
2016-11-16 19:34:31	>>		010C
2016-11-16 19:34:32	<<		7E804410C1946
2016-11-16 19:34:32	>>		010D
2016-11-16 19:34:32	<<		7E803410D07
2016-11-16 19:34:32	>>		010F
2016-11-16 19:34:32	<<		7E803410F54
2016-11-16 19:34:32	>>		0105
2016-11-16 19:34:32	<<		7E803410580
2016-11-16 19:34:32	>>		010C
2016-11-16 19:34:33	<<		7E804410C1F5C
2016-11-16 19:34:33	>>		010D
2016-11-16 19:34:33	<<		7E803410D0C
2016-11-16 19:34:33	>>		010F
2016-11-16 19:34:33	<<		7E803410F53
2016-11-16 19:34:33	>>		0105
2016-11-16 19:34:34	<<		7E803410580
2016-11-16 19:34:34	>>		010C
2016-11-16 19:34:34	<<		7E804410C26CB
2016-11-16 19:34:34	>>		010D
2016-11-16 19:34:34	<<		7E803410D0E
2016-11-16 19:34:34	>>		010F
2016-11-16 19:34:34	<<		7E803410F53
2016-11-16 19:34:34	>>		0105
2016-11-16 19:34:35	<<		7E803410580
2016-11-16 19:34:35	>>		010C
2016-11-16 19:34:35	<<		7E804410C269B
2016-11-16 19:34:35	>>		010D
2016-11-16 19:34:35	<<		7E803410D0F
2016-11-16 19:34:35	>>		010F
2016-11-16 19:34:36	<<		7E803410F52
2016-11-16 19:34:36	>>		0105
2016-11-16 19:34:36	<<		7E803410580
2016-11-16 19:34:36	>>		010C
2016-11-16 19:34:36	<<		7E804410C1A16
2016-11-16 19:34:36	>>		010D
2016-11-16 19:34:36	<<		7E803410D13
2016-11-16 19:34:36	>>		010F
2016-11-16 19:34:37	<<		7E803410F53
2016-11-16 19:34:37	>>		0105
2016-11-16 19:34:37	<<		7E803410580
2016-11-16 19:34:37	>>		010C
2016-11-16 19:34:37	<<		7E804410C2031
2016-11-16 19:34:37	>>		010D
2016-11-16 19:34:37	<<		7E803410D17
2016-11-16 19:34:37	>>		010F
2016-11-16 19:34:38	<<		7E803410F52
2016-11-16 19:34:38	>>		0105
2016-11-16 19:34:38	<<		7E803410580
2016-11-16 19:34:38	>>		010C
2016-11-16 19:34:38	<<		7E804410C261A
2016-11-16 19:34:38	>>		010D
2016-11-16 19:34:39	<<		7E803410D1B
2016-11-16 19:34:39	>>		010F
2016-11-16 19:34:39	<<		7E803410F52
2016-11-16 19:34:39	>>		0105
